utterance,emotion_id,acts_id,emotion,acts
Certainly .,0,4,other,commisive
Did you have a good weekend ?,0,2,other,question
"Yes , thanks . Did you ?",0,2,other,question
Not bad . What did you do ?,0,2,other,question
I went to Tamshui . You ?,0,2,other,question
"I wasn't feeling too well , so I stayed at home .",0,1,other,inform
What do you do for a living ?,0,2,other,question
I ’ m a doctor .,0,1,other,inform
Really ? Do you like it ?,6,2,surprise,question
"Yes , I do . It ’ s very interesting . What ’ s your job ?",4,2,happiness,question
I ’ m a bus driver .,0,1,other,inform
"Oh , do you enjoy it ?",0,2,other,question
"No , I don ’ t really like it . It ’ s boring .",0,1,other,inform
"I'm sorry , Sam . I don't want to go to the folk concert .",0,1,other,inform
How about going to the theatre ?,0,3,other,Directive
I don't like going to the theatre .,0,4,other,commisive
"Well , what do you like doing ?",4,2,happiness,question
"Travelling , swimming , going to the cinema . And you ?",4,2,happiness,question
"I like painting , sailing , watching football and talking to you .",4,1,happiness,inform
"I like talking to you , too .",4,1,happiness,inform
Do you want to go to an exhibition ? There is one at the Xinghai Exhibition Hall tomorrow .,4,3,happiness,Directive
That's a good idea .,4,4,happiness,commisive
You want to go to the movies tonight ?,0,3,other,Directive
Sure ! What ' s playing ?,0,2,other,question
The new Twilight movie !,0,1,other,inform
"Twilight ? As in the vampire movies ? No way , I am watching that , but I don ' t understand why everyone is so excited about these films about vampires . It doesn ' t make sense .",0,4,other,commisive
"Of course it does . It ' s like a modern tale of Romeo and Juliet . You can see a couple who are in love but can ' t be together because they are so different . And in the fact that immortality and super human strengthen this really sexy and there you have it ! Plus the cast is hip , young people that make the movie even more enticing .",0,1,other,inform
I don ' t buy into that . I think it ' s just a fad . Pretty soon this will pass and everyone will be into wear-wolves or zombies !,0,1,other,inform
What kind of person do you consider yourself to be ?,0,2,other,question
"I think I'm polite , careful , relaxed and shy .",0,1,other,inform
"Oh , I don't think you're shy ! You are always chatting with new people when we go to a party .",0,1,other,inform
"Well . Yes , but those people always start talking to me . I never talk to them first . Perhaps I'm not as shy as I think . Anyway , you're certainly not shy !",0,1,other,inform
You're right . I love going out and making new friends .,4,1,happiness,inform
"So , you'll be at my birthday party on Friday ?",4,2,happiness,question
Of course !,4,1,happiness,inform
"Let's invite Bobbie and John to our party , OK ?",0,3,other,Directive
You can never do that .,0,4,other,commisive
Why ?,6,2,surprise,question
There's been bad blood between them since Bobbie took away John's girlfriend .,0,1,other,inform
You look really wiped out ?,0,2,other,question
I had meetings back to back all morning . And phone rang off the hook from the minute I walked into the office .,5,1,sadness,inform
Not a good day . I hate to tell you that Mr . Thomas wants to see the profit ’ s statement for new project tomorrow morning .,0,1,other,inform
I can ’ t believe it . I guess I ’ ll be here until 10 again tonight .,5,1,sadness,inform
Is this a photo of your family ?,0,2,other,question
"Yes , it is.It was taken just before I was leaving for college .",0,1,other,inform
You look so lovely .,0,1,other,inform
How time flies ! I'll not see twenty again .,0,1,other,inform
Can you speak Japanese ?,0,2,other,question
"Yes , I can , but not very well .",0,1,other,inform
Where did you learn it ?,0,2,other,question
At school . And I'm still learning it now .,0,1,other,inform
How long have you been learning it ?,0,2,other,question
About three years .,0,1,other,inform
Can you speak any other languages ?,0,2,other,question
I'm afraid not .,0,1,other,inform
"Mary , do you remember when we met ?",0,2,other,question
I won't ever forget it ! I was sitting in the cafeteria all by myself ...,0,1,other,inform
And I came up and asked to sit by you ...,0,1,other,inform
"Oh , it seems like it was just yesterday .",0,1,other,inform
"May , we are fools to hang out at noon . It's dying hot today . My skin is too weak to be exposed under the summer sun .",0,1,other,inform
Do you have any sunscreen lotion ?,0,2,other,question
"You know , honey , I used it all on the way over .",0,1,other,inform
I think I'm getting a heart stroke .,0,1,other,inform
The heat is driving crazy and I hate my new hat .,2,1,disgust,inform
"Why ? It's brand new , and it's perfect on you .",0,2,other,question
But I bought it to get rid of the heat . Now it does nothing but burning my head .,0,1,other,inform
"Beauty costs , honey .",0,1,other,inform
"Laugh all you want , whatever . We need to get out of the heat .",0,1,other,inform
Walking under the sun is certainly not the way .,0,1,other,inform
Give me a break . It's not funny .,0,1,other,inform
"Right . Sorry . Anyway , the radio said that it'll rain later today .",0,1,other,inform
Hope so ! Good thing is that autumn is just around the corner .,0,1,other,inform
Do you know much about computers ?,0,2,other,question
Not a great deal .,0,1,other,inform
I've just been reading an article about them . They'll be used for all sorts of things now .,0,1,other,inform
"For accounting system and things like that , you mean ?",0,2,other,question
"Yes , but they are used for other things , too . Do you remember when we went to buy a ticket for the flight to Paris .",0,1,other,inform
Yes ?,0,2,other,question
"The man asked where we want to go , then he type out the information on the form and waited for a reply . A few moment later , he gave us two tickets .",0,1,other,inform
"Of course , his machine must have been connected to a computer .",0,1,other,inform
That's right .,0,1,other,inform
It ’ s time for me to go now .,0,1,other,inform
Would you like me to go with you ?,0,3,other,Directive
I ’ d rather you stayed in the office and did these things .,0,4,other,commisive
Do you want to type that letter ?,0,2,other,question
I ’ d rather you typed it .,0,1,other,inform
Do you want to tell her ?,0,2,other,question
I ’ d rather you told her .,0,1,other,inform
Which season do you like best ?,0,2,other,question
I like spring .,4,1,happiness,inform
Why ?,0,2,other,question
"Oh , everything comes back to life in spring and the weather gets warmer .",4,1,happiness,inform
"I like spring , too.We can go for a walk and enjoy the fresh air .",4,1,happiness,inform
"John , my father isn't there at all . Are you kidding ?",0,2,other,question
"Poor fellow ! What's the date today , buddy ?",0,2,other,question
"It's ... OH , it's the first of April , April Fools ' Day .",0,1,other,inform
"You forgot all about it , didn't you ?",0,2,other,question
I've booked an air ticket to Venice .,0,1,other,inform
How long will you be there ?,0,2,other,question
I'd like to stay there for a week .,0,1,other,inform
So you'll have a tour of the famous city .,0,1,other,inform
Certainly .,0,1,other,inform
"Oh , the ink is spilled on the desk .",0,1,other,inform
Did it spill on your clothes ?,0,2,other,question
"No , but the table cloth was dirty .",0,1,other,inform
That's OK .,4,1,happiness,inform
I'm afraid it's too hard to wash off the stain .,0,1,other,inform
It's no big deal .,4,1,happiness,inform
I really feel great shame . Let me buy a new one for you .,0,3,other,Directive
"Don't be silly , forget about it .",4,4,happiness,commisive
Are you a happy married man ?,0,2,other,question
"Yes , I am . My wife and I understand each other .",0,1,other,inform
You are a lucky man . How about Mr . Smith .,0,2,other,question
I don't know . But they say that Mrs . Smith wears the pants in the house .,0,1,other,inform
You mean she bosses her husband around ?,0,2,other,question
"That's right . She is pretty , but she wants to control everything in his life .",0,1,other,inform
The country is strong only in appearance . Don ’ t you think so ?,0,2,other,question
Yes . In fact there are quite a large number of people who have no food to eat and no place to live in .,0,1,other,inform
You can say that again . The government must open it ’ s eyes to the fact .,0,1,other,inform
"Elaine ’ s back from school . I think it might be a nice gesture if you asked her out . I suppose she ’ s not good enough for you , is that it ?",0,2,other,question
"Look , Elaine Robinson and I do not get along .",0,1,other,inform
"How do you know ? You haven ’ t seen her since high school . I guess your evenings , whatever you do with them , are just too valuable .",0,2,other,question
That has nothing to do with it ...,0,1,other,inform
I guess I ’ ll just have to tell Mr . Robinson that you ’ re too busy every evening – doing God knows what ... God don ’ t go on like this . If you absolutely refuse to take her out ...,0,3,other,Directive
I do .,0,4,other,commisive
Then I will simply have to invite all the Robinson ’ s over for dinner on Thursday .,0,3,other,Directive
It smells like an ashtray in here !,1,1,anger,inform
Hi honey ! What ’ s wrong ? Why do you have that look on your face ?,0,2,other,question
What ’ s wrong ? I thought we agreed that you were gonna quit smoking .,1,1,anger,inform
No ! I said I was going to cut down which is very different . You can ’ t just expect me to go cold turkey overnight !,0,1,other,inform
"Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before .",1,1,anger,inform
"I know , I know . I am really trying , but I don ’ t have the willpower to just quit . I can ’ t fight with the urge to reach for my pack of smokes in the morning with coffee or after lunch ! Please understand ?",0,3,other,Directive
Fine ! I want a divorce !,1,4,anger,commisive
"Jack , could you check your calendar ?",0,2,other,question
"Sure , what's going on ?",0,2,other,question
"We're planning a weekend camping trip , and we want to know which weekend is best for everyone .",0,1,other,inform
"Let me see ... The weekend after next looks pretty good.Otherwise , I'm all booked up .",0,1,other,inform
It is reported that the temperature is going to drop dramatically tonight .,0,1,other,inform
Really ?,6,2,surprise,question
Yes . So you'd better dress warmly before you go out .,0,3,other,Directive
I will . Thanks for telling me .,4,4,happiness,commisive
"What's wrong , Dave ? You look down today .",0,2,other,question
I didn't pass the English exam . How to learn English well ? Can you give me some suggestions ?,5,3,sadness,Directive
"Well , English is a "" paper tiger "" . Its natural enemy is adequate practice .",0,1,other,inform
"I have done a lot of reading comprehension exercises , and I also spend much time in memorizing English words .",5,1,sadness,inform
"I suggest you read English texts aloud every day , and try to speak more . That will be beneficial to cultivate your sense of the language .",0,3,other,Directive
Really ? I'll have a try . Maybe I will get high marks next time .,6,4,surprise,commisive
"The answer for number 6 is C , 7 is B , 8 is A ...",0,1,other,inform
"Ms . Lee , could you tell me what number 7 is again ? I didn't catch you .",0,3,other,Directive
Sure . 7 is B . Any others ?,0,2,other,question
"No , thank you .",0,1,other,inform
Look ! That man who is baking bread is so handsome .,4,1,happiness,inform
"Watch his bread , it seems to be delicious . He had a lot on the ball .",4,1,happiness,inform
"Oh , my god ! He ’ s so perfect .",4,1,happiness,inform
"I don't know what I'm going to do . I need to find a job . If I don't , I won't be able to stay here next semester .",5,1,sadness,inform
Have you tried university part-time jobs ?,0,3,other,Directive
What do you mean ?,0,2,other,question
"I mean in the library , or in some information center.Often the university hires foreign students for part-time positions .",0,1,other,inform
"Yes , I know . I tried that.They don't have anything now . So what can I do ?",0,2,other,question
"Well , since you're a foreign student , it's hard.That ' s because it's actually illegal for you to work in America .",0,3,other,Directive
I know that . You don't have to tell me that . That's my problem . I know I have the right to work for the university . That's legal.But they don't have a job for me . And it's illegal for me to get a job elsewhere .,5,4,sadness,commisive
"Anyway , there must be some solution.You know there are many people working illegally in New York .",0,1,other,inform
But I need a pretty decent job . I need to make enough to pay my rent at least .,0,3,other,Directive
I have an idea .,0,1,other,inform
What ?,0,2,other,question
"Since you're Chinese , maybe you can find part-time work in Chinatown .",0,3,other,Directive
I already had that idea .,5,1,sadness,inform
"Well , why don't you go and look down there ?",0,3,other,Directive
But I don't know what I would do .,0,4,other,commisive
"It may be part-time work as a waitress or something.It would be illegal , but sometimes waitresses make a good salary .",0,3,other,Directive
Maybe . I don't know .,0,1,other,inform
I will ask my friends for you.Maybe someone knows a company that needs part-time people.That ' s another thing you should do . Ask all your friends to ask around for you.You might find something .,0,3,other,Directive
I have to find something.Otherwise I have to go back to Taiwan . I'll be broke in two months .,5,1,sadness,inform
I have some photos here taken by myself . Would you like to see them ?,0,2,other,question
"Sure . Speaking of photos , what type of film will be the best ? You know , I'm planning a tour to Jiuzhaigou Valley .",0,2,other,question
I would get Fuji 200 film for taking photos of natural beauty .,0,1,other,inform
Thank you so much . You're an expert .,4,1,happiness,inform
"Excuse me , Professor , is there a time when I could meet with you ?",0,2,other,question
I could meet with you tomorrow anywhere from two until four ; what time works out best ?,0,2,other,question
I would like to come in at three o'clock .,0,3,other,Directive
I am glad that that works out ; can you find my office ?,0,2,other,question
"Yes , I can .",0,1,other,inform
Just follow the walkway to the outside and climb the stairs to the third floor .,0,3,other,Directive
I got it .,0,4,other,commisive
"If you do get lost , just ask someone in the building to point the way .",0,3,other,Directive
"Thank you , I'll be there .",0,4,other,commisive
"If you need to cancel your appointment , please give me a call !",0,3,other,Directive
At what age do children start school in your country ?,0,2,other,question
At five .,0,1,other,inform
Do boys and girls go to school together ?,0,2,other,question
"Yes , they do .",0,1,other,inform
Do you think this is a good idea ?,0,2,other,question
"Yes , I do .",0,1,other,inform
Do some children go on to university ?,0,2,other,question
"Yes , they do .",0,1,other,inform
What examinations do they take first ?,0,2,other,question
O levels and A levels .,0,1,other,inform
How long do you usually stay at university ?,0,2,other,question
Three or four years .,0,1,other,inform
"Are you okay , man ? You don ’ t look very well .",0,2,other,question
"Ugh , I feel terrible . I went out last night with Trevor , and things got a little out of hand .",0,1,other,inform
"Nice ! So , where did you guys go ?",0,2,other,question
"We hit a couple of local bars , and met up with some friends . Everything was cool until Mike came along , and it turned out that it was his birthday yesterday !",0,1,other,inform
Oh no ! Mike ’ s birthday is a drinkfest for sure !,0,1,other,inform
Tell me about it ! We drank everything in the bar !,0,1,other,inform
Is that why you missed work today ?,0,2,other,question
Yeah . I woke up this morning feeling really nauseous . I threw up like five times .,0,1,other,inform
Www !,0,1,other,inform
"I was so dehydrated that I drank like a gallon of water , and my head has been pounding all day . I swear , I ’ m never gonna drink again !",0,1,other,inform
"Too bad man , tonight is Tracy ’ s going away party and she asked if you were gonna go .",0,1,other,inform
"Oh , yeah . I ’ m there !",0,1,other,inform
"Hey Claire , you've been really quiet these last few days . Is something wrong ?",0,2,other,question
I've been really stressed . It's the end of the year and I've got so much stuff to do ! I feel like I'm drowning in work .,0,1,other,inform
"Well , stress is a real thing . It's not an imaginary condition .",0,1,other,inform
"It's seriously affecting my life ! I can't sleep , I don't have much of an appetite and my husband says I've been kind of short tempered . Other people seem to handle stress okay ... why am I so weak ?",0,2,other,question
"You're not weak ... you're stressed out ! Stress has been a part of the human condition for millions of years . Back when we still lived in the trees we had to watch out for predators ... and as you might imagine , that was pretty stressful .",0,1,other,inform
"Yeah , but I don't see any tigers or leopards roaming around our office . My stress is just about silly paperwork !",0,1,other,inform
"But you're actually having the same reaction as our tree-dwelling ancestors ! It's called the flight or fight response . Each time you feel like something's threatening you , your body decides whether to run away or fight ... it causes all sorts of chemical reactions in the body .",0,1,other,inform
So a deadline will cause that same reaction ?,0,2,other,question
"It could . Modern humans actually have more flight or fight responses than our ancestors did . They just had a couple of close calls every day , but today , we have dozens or even hundreds !",0,1,other,inform
So the life of a cave woman was less stressful than my life ?,0,2,other,question
"Hey , Mary , what's up ?",0,2,other,question
Not much . Last night I met this great guy at the bar and we had such a wonderful time that we decided to meet again tonight .,4,1,happiness,inform
"Oh , that's exciting . What's this guy like ? Is he hot ?",4,2,happiness,question
"Well , I ddin't think so at first . But as we started talking , I found him extremely funny and witty . I couldn't stop laughing at his jokes ! We have so much in common . We like the same teams , music , and most amazingly , we both love Chinese food ! I have the feeling that we are going to be great friends .",4,1,happiness,inform
It seems you two are a good match . What qualities do you look for in a friend ?,4,2,happiness,question
"There's nothing definite I think . I don't have a list or anything , but when I first meet somebody , I can usually tell whether or not that person is going to be a good friend . It seems I have a radar helping me spot new friends .",0,1,other,inform
"Well , that's something I've never heard of . But if you ask me what I value most in a friend , I would have to say honesty .",0,3,other,Directive
I agree . You can't expect a close relationship with a dishonest person . Those are the people that will turn their back on you when you are in need .,0,4,other,commisive
"Yeah , I know . A friend in need is a friend indeed . I don't need fair-weather friends either .",4,1,happiness,inform
I must be going now .,0,1,other,inform
Really ? Can't you stay a little longer ?,6,3,surprise,Directive
"No , I really must go now.My family are expecting me home soon .",0,4,other,commisive
Be seeing you then !,0,3,other,Directive
See you !,0,4,other,commisive
"When you are in a restaurant you want the waiter to bring the bill , what do you do to attract his attention ?",0,2,other,question
I just make eye contact with him and nod my head . Then I tell him when he comes over to the table . Why do you ask ?,0,2,other,question
I went out with my girlfriend to a nice restaurant last night and I noticed that many people shouted for the bill .,0,1,other,inform
That seems a little impolite in such a restaurant .,0,1,other,inform
"That ’ s what I thought . I just thought I ’ d ask you and see what you thought of it . Anyway , what did you do yesterday evening ?",0,2,other,question
"Well , it was a warm evening , so I stretched my legs . I walked along the canal for a couple of miles . Actually , several other people had the same idea . I saw Bill .",0,1,other,inform
Did you ? How is he these days ?,0,2,other,question
He seemed ok . We didn ’ t stop and chat because we were on opposite banks of the canal . We just waved at each other .,0,1,other,inform
I need to move some furniture . Could you help me to lift it ?,0,3,other,Directive
Of course . What do you want to move first ?,4,4,happiness,commisive
Let ’ s move the sofa . Can you get a grip on the bottom at that end ? I ’ ll lift this end . I want to move it sideways in that direction .,4,3,happiness,Directive
Guess what ?,0,2,other,question
What ?,0,2,other,question
I don't like this movie . It's a bomb .,0,1,other,inform
"Look , I've already paid for the tickets , so whether you like it or not we're going to finish watching it .",0,1,other,inform
"Well , give me the Walkman . I'll listen to the music then .",0,3,other,Directive
Come on . Give it a chance . The movie just started .,0,4,other,commisive
"Excuse me , Miss .",0,1,other,inform
Yes . May I help you ?,0,2,other,question
"I'm a graduate student here in mathematics . I've just come from China and I've never used a western library before . I'll be here for five years , so I'd like to learn to use the library as efficiently as possible . I wonder if someone might have time to show me around .",0,3,other,Directive
"I'd be very glad to show you around , but I'm very busy right now . Could you come back about 3 thirty ?",0,3,other,Directive
Sure . 3 thirty this afternoon .,0,4,other,commisive
Good . See you later .,4,1,happiness,inform
Thank you . Good-bye .,4,1,happiness,inform
Don't open any of my forwards ! I got a virus !,0,1,other,inform
Don't tell me you got the dreaded Bush virus . I've heard that that bug is threatening to infect the world .,0,1,other,inform
"Yes , that's exactly the bug I got . Though , I do kind of like the pictures .",0,1,other,inform
Those clothes do suit him better .,0,1,other,inform
Wait a second-are these pictures copyrighted ?,0,2,other,question
Probably not . It's off the Internet . What difference does it make ?,0,2,other,question
"Say , do you go to see your grandparents often ?",0,2,other,question
"Of course , my grandpa is generous and kind.My grandma cooks the most delicious Chinese dishes in the world .",0,1,other,inform
You are very lucky .,0,1,other,inform
I need some flowers for my girlfriend .,0,3,other,Directive
No problem . Would you like some artificial carnations ?,0,3,other,Directive
"Oh , no . Carnations are not very elegant.Artificial flowers have no passion .",0,4,other,commisive
How much did you want to spend ?,0,2,other,question
Money is no object .,0,3,other,Directive
Our most elegant flower is Golden Lily .,0,3,other,Directive
I will take ten .,0,4,other,commisive
Do you want to add some baby ’ s breath for that ? They are equally popular now .,0,3,other,Directive
Of course . Can I have it delivered to my girlfriend's house this afternoon ?,0,3,other,Directive
"Yes , but there is a five dollars delivery charge .",0,3,other,Directive
That's ok . Here is the address .,0,4,other,commisive
"Julie , what's on the tube ?",0,2,other,question
nothing but bench of commercials . These days the amount of commercials is amazing .,0,1,other,inform
yeah . Maybe we can change to another channel . what about the sports channel ? Let's see if there's a game on .,0,3,other,Directive
"okay . Nope , it's a replay of yesterday's soccer match between Brazil and Spain .",0,4,other,commisive
"it was a good game , but not good enough to watch again . Keep surfing .",0,3,other,Directive
"alright . Hmm , this movie is a rerun ... I don't know how many times I've seen this show ... Commercial again ... and a replay of the talk show ... oh no , this show is terrible , you don't wanna watch it .",0,1,other,inform
"oh , what is it ?",0,2,other,question
"it's a total rip-off of an American reality show , but the imitation is unbearably clumsy .",0,1,other,inform
"oh , I know this kind of shows . Sometimes they really piss me off . If I wanted reality , I'd go outside .",0,1,other,inform
"yeah ... it seems what we have on TV now are either repeats , or commercials , or low-quality shows . There's really nothing to watch .",0,1,other,inform
"I don't get it . We have more than 100 channels and there's still nothing good on ! Maybe we should just turn off the TV , get outside , and do something real .",0,3,other,Directive
cool .,0,4,other,commisive
That woman is a thorough drag !,2,1,disgust,inform
What is it ?,0,2,other,question
She keeps spitting on the ground .,2,1,disgust,inform
Maybe there's something wrong with her .,0,1,other,inform
To be a revolutionary needs great courage !,0,1,other,inform
He must be courageous enough to fly in the face of established authorities .,0,1,other,inform
Galileo is one of them .,0,1,other,inform
So are Copernicus and many others .,0,1,other,inform
Did you go to the bank to withdraw money ?,0,2,other,question
"Today is so hot , besides I had so much housework to do . My friend came for a visit and stayed for two hours . I didn ’ t forget , but I had no time at all .",0,1,other,inform
So you didn ’ t . Is that right ?,0,2,other,question
Yes . I ’ m sorry .,0,1,other,inform
Why didn ’ t you just answer my question directly ? Why would Chinese answer questions this way ? I simply asked if you did it or not . It ’ s a very simple question . And Chinese often give the reason before they would give a direct answer .,1,1,anger,inform
"Yes , I ’ m sorry . I know it bothers you very much . But I don ’ t know why Chinese sometimes would do this .",0,1,other,inform
"You know , today I asked a student if he brought his dictionary with him . It ’ s a rule I made for the class that everyone brings a bilingual dictionary with them because sometimes they don ’ t understand me . The funniest thing is that this student gave me a lot of reasons and no direct answer .",0,1,other,inform
"But you know if he brought it or not , right ?",0,2,other,question
"Yeah , after all the explanations like , it ’ s too heavy , I was in a hurry ... whatever .",1,1,anger,inform
"Uncle , have a heart , please lend your new car to me . Only once .",0,1,other,inform
Where are you going ?,0,2,other,question
I have a big date tonight .,0,1,other,inform
"You have got a car , haven ’ t you ?",0,2,other,question
"Oh , please . Only once lend your new car to me .",0,1,other,inform
"Betty and I will throw a dinner party this weekend , we ’ d like you to come .",0,3,other,Directive
That would be very nice . Only that I ’ ll be a little late . Is that OK ?,4,2,happiness,question
Sure . We ’ ll be looking forward to that day .,4,1,happiness,inform
So will I . Thank you .,4,4,happiness,commisive
I think it's going to be a nice day .,4,1,happiness,inform
It's certainly a big improvement over yesterday .,4,1,happiness,inform
But it'supposed to get cloudy and windy again this afternoon .,0,1,other,inform
"Well , the worst of the winter should be over .",0,1,other,inform
"David , I heard you lost your job .",0,1,other,inform
"Yeah , you remember that assignment I wanted ? When I heard the manager had given it to someone else , I blew my top . So the manager fired me .",0,2,other,question
"Well , that'll teach you to control your temper .",0,1,other,inform
You look very professional in the suit .,0,1,other,inform
The company regulates that men should wear a suit and tie in business meeting . Company policy is not negotiable .,0,1,other,inform
I appreciate it . It is related to company image .,0,1,other,inform
Do you know Mark ?,0,2,other,question
Yeah ! He is a nice guy . He is very helpful and always bends over backward to help those who are in need of help .,0,1,other,inform
Can you introduce him to me ?,0,3,other,Directive
Sure .,4,4,happiness,commisive
Did you tip the bellboy ?,0,2,other,question
"Yes , but I don ’ t think it was enough . He looked disappointed . I gave him three dollars .",0,1,other,inform
"That sounds about right to me , fifty cents a bag . If they think you don ’ t know better , they ’ ll try to get more .",0,1,other,inform
"It ’ s the same in Balloon . But I definitely think we over-tipped the cab driver . The fare was twenty dollars , and you gave him a five-dollar tip . That ’ s twenty-five percent of the total ! Too much !",6,1,surprise,inform
"I disagree . He was polite and informative , and he drove smoothly . One should reward good service .",0,1,other,inform
I ’ ll sign for dinner and charge it to our room.Let ’ s see.The bill is one hundred dollars . That seems reasonable . How much tip should I leave ?,0,2,other,question
"Remember last month when we were in Europe ? Maybe Californians use that same system they add the waiter or waitress into the bill , so you don ’ t have to leave anything extra .",0,1,other,inform
"Thomas , would you be so kind as to lay the table for me ? I'm busy in the kitchen .",0,3,other,Directive
Of course ! Where are the things ?,0,2,other,question
They're all here .,0,1,other,inform
Right ! I'll do it straight away .,4,4,happiness,commisive
Thanks a lot . I'm most grateful .,4,1,happiness,inform
"William told you that his grandmother is sick , huh ? What exactly did he say ?",0,2,other,question
"He said his grandmother got cancer and has only a few weeks to live . It's really so sad ! But when I talked to him on the phone , it sounded like he was holding up really well .",0,1,other,inform
"It didn't sound like he was too upset , huh ? What did you tell him ?",0,2,other,question
"I asked if there was anything I could do to help his family , and I told him that I could be a shoulder for him to cry on .",0,1,other,inform
"Well I hate to tell you this Jen , but both of William's grandmothers passed away more than five years ago .",0,1,other,inform
"The boss announces the pay raise today , right ? How much do you think we'll get ?",0,2,other,question
No idea . Your guess is as good as mine .,0,1,other,inform
It better be more than last year .,0,1,other,inform
"Well , anything is better than nothing . Wait and see .",0,1,other,inform
Do you like to dance ?,0,2,other,question
"Sometimes , if there's music playing .",0,1,other,inform
What kind of dancing do you like ?,0,2,other,question
"It all depends . If it's rock music I'll do disco , and if it's romantic music I'll do ballet .",0,1,other,inform
"Mom , what are you doing ?",0,2,other,question
I'm clipping coupons .,0,1,other,inform
Still clipping coupons ?,0,2,other,question
It's a good way to save money .,0,1,other,inform
Saving money ? How much money can you save by those 1 or 2 dollar discount coupons ?,0,2,other,question
How much ? Last week I save $ 10 on food .,0,1,other,inform
Sorry ! Excuse me ! I got your message .,0,1,other,inform
Taylor ? Taylor ! Is this a joke ? Is it really you ? But ... but ... everyone said you were dead !,6,2,surprise,question
That's OK . Just let it out . I'm OK ! I was out of town with ... Femi .,0,1,other,inform
"Oh , Taylor ! I'm so ... so happy . But then ... who's that ?",4,2,happiness,question
Taylor Smith . But not me . The pallbearers are carrying out the casket . It would be rude to just leave . Let's follow .,0,1,other,inform
"Okay , next question . If Eric asked you out on a date , what would you say ?",0,2,other,question
"Duh ! I would say yes ! Eric is the most popular kid in school ! Okay , my turn . What would you do if you won the lottery ?",0,2,other,question
"Let ’ s see ... If I won the lottery , I would buy two tickets for a trip around the world .",0,1,other,inform
If you buy me a ticket I will go with you for sure !,0,1,other,inform
My dad will freak out if I even mention a trip like that !,0,1,other,inform
Alright this is a good one . What would your mom say if you told her you are going to get married ?,0,2,other,question
"If I told her that , she would faint and have me committed !",0,1,other,inform
"Wow , there are so many lanterns to appreciate .",4,1,happiness,inform
Now . you can see why it's called the Lantern Festival .,0,1,other,inform
"Yes , it deserves its name .",0,1,other,inform
Did you notice the characters on the lanterns ?,0,2,other,question
Sure . But you know that I can't read any Chinese characters . What do they say ?,0,2,other,question
They are puzzles . It's a tradition to solve the puzzles on the lanterns during the Lantern Festival .,0,1,other,inform
It's interesting and I want to buy one home .,4,1,happiness,inform
Do you have s second ?,0,2,other,question
Sure . What do you want ?,0,2,other,question
I want to tell you I've put in my notice .,0,1,other,inform
Really ? Why ?,6,2,surprise,question
"I've been thinking about this for several months , well before the Spring Festival holidays .",0,1,other,inform
And the holidays provided you a chance to think over all this and make a decision ?,0,2,other,question
"Yeah , after receiving my yearly bouns , I want to search out better opportunities in the spring job market . I've been working in the company for nearly a year and a half and I still haven't received a pay rise . It's unfair .",0,1,other,inform
"Absolutely . With your expertise and experience , you're clearly working below your pay grade .",0,1,other,inform
That's exactly why I decided to quit the job and find a new one .,0,1,other,inform
"Hi Joe . You met my new assistant , right ?",0,2,other,question
Emm ... yes . But I wasn't too impressed . I found her a little stuck up .,0,1,other,inform
"You are kidding , but she's so helpful .",0,1,other,inform
"Tom ... you are her boss , you down . Of course , she's helpful to you .",0,1,other,inform
Come on . She's like that with everyone .,0,1,other,inform
"I don't think so actually . She never even says "" hello "" to me .",0,1,other,inform
What a boring film !,2,1,disgust,inform
The acting of the heroine is too artificial .,2,1,disgust,inform
And the plot is so simple .,2,1,disgust,inform
"So , John , what do you do for a living ?",0,2,other,question
I ’ m a sales manager in a publishing company .,0,1,other,inform
"Oh , really ? That sounds interesting , what kinds of book do you publish ?",6,2,surprise,question
"Oh , mostly fiction , lots of romance , science fiction , biography , stuff like that .",0,1,other,inform
"Oh , What a cool job ! How long have you worked there ?",0,2,other,question
About two years now .,0,1,other,inform
Are you planning on studying abroad ?,0,2,other,question
"I'd like to , but I'm not sure if I'll have enough money .",0,1,other,inform
I feel pity for the old man .,5,1,sadness,inform
I feel the same way .,5,1,sadness,inform
It must be dreadful to grow old .,5,1,sadness,inform
"It sure is.He has no one to turn to , very miserable indeed .",5,1,sadness,inform
"Dad , you keep talking about family in New Zealand . Who are they ?",0,2,other,question
"Well , that's your uncle Bill , his wife and two of their daughters .",0,1,other,inform
Is uncle Bill your brother ?,0,2,other,question
"No , your uncle Jack is my brother , Bill is my brother-in-law , your mom's brother .",0,1,other,inform
So his two daughters are my cousins ?,0,2,other,question
"That's right , Sarah and Jane are both your cousins although they are step-sisters .",0,1,other,inform
What are step-sisters ?,0,2,other,question
"Sarah is your uncle Bill's older daughter . When she was young , Bill's first wife , Sarah's mom died . Three years later Bill married again .",0,1,other,inform
So uncle Bill's wife is Jane's mother but not Sarah's mother . Right ?,0,2,other,question
Yes . She is Sarah's step-mother .,0,1,other,inform
And when are they coming to visit us ?,0,2,other,question
"They want to travel to Europe next year , and will visit us at the same Ae .",0,1,other,inform
I'm worried sick that she will leave me tomorrow .,5,1,sadness,inform
It's no use arguing the toss .,0,1,other,inform
Maybe I'll have to face the music .,0,1,other,inform
